mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar42,mvar43,mvar44,mvar46,mvar47,default_ind
1850.0,0.1029,0.488,0.488,0.0,297.0,37305.0,13888.0,92487.0,237426.0,4771.0,86755.0,99100,807665.0,0.0,0.0,0.0,0.0,0.0,11.89,207.22,8.66,1256.0,3559.0,3559.0,426.0,4198.0,1430.0,826.0,0.75,0.0,0.0,9.0,10.0,8.0,0.0,0.0,27.0,0.44051,0.0,0,0
1753.0,3.3667,0.0,0.0,0.0,61.0,4352.0,1737.0,32926.0,23665.0,23642.0,26933.0,123875,199191.0,0.0,0.0,0.0,6.0,6.0,83.04,8027.59,83.01,1413.0,3163.0,3163.0,1521.0,3224.0,943.0,511.0,0.6667,0.0,0.0,15.0,5.0,10.0,0.0,0.04762,17.0,0.71564,0.0,0,1
1839.0,0.3223,0.0,0.0,0.0,743.0,7059.0,4386.0,11595.0,30334.0,1881.0,3927.0,72343,299112.0,0.0,0.0,0.0,0.0,0.0,22.5,2861.29,16.65,943.0,1399.0,1399.0,2373.0,5080.0,304.0,186.0,5.75,0.0,0.0,7.0,0.0,3.0,0.0,0.09091,11.0,0.60606,0.0,0,0
1657.0,2.1152,5.288,1.394,0.0,0.0,39701.0,1256.0,8781.0,64447.0,11683.0,5559.0,247751,545050.0,2.0,2.0,2.0,5.0,5.0,76.92,6538.1,62.32,1449.0,7878.0,3650.0,30.0,7878.0,882.0,905.0,13.8333,1.0,0.0,16.0,11.0,11.0,1.0,0.17949,15.0,0.73099,0.0,0,0
1787.0,0.6206,0.0,0.0,0.0,0.0,3477.0,0.0,31247.0,6706.0,24905.0,4476.0,123875,161384.0,2.0,2.0,2.0,2.0,2.0,100.52,10056.0,100.52,2398.0,3407.0,3407.0,30386.0,5597.0,4593.0,473.0,0.9167,0.0,0.0,6.0,4.0,9.0,0.0,0.0,12.0,0.45499,0.0,1,1
1790.0,1.5634,0.413,0.0,0.0,277.0,14224.0,1634.0,4311.0,16135.0,368.0,4083.0,123875,238488.0,0.0,0.0,0.0,0.0,0.0,17.55,1755.0,16.13,2908.0,2981.0,2981.0,517.0,9095.0,2433.0,478.0,5.5,0.0,0.0,2.0,4.0,2.0,0.0,0.125,3.0,0.87078,0.0,0,0
1777.0,0.179,0.0,0.0,0.0,1115.0,6224.0,1487.0,31018.0,10140.0,11941.0,2581.0,72343,137707.0,0.0,0.0,0.0,1.0,1.0,83.1,9100.0,75.31,1227.0,913.0,913.0,2068.0,6266.0,3650.0,363.0,0.0833,0.0,0.0,3.0,5.0,2.0,0.0,0.0,4.0,0.73525,0.0,0,0
1819.0,0.0,0.0,0.0,0.0,1982.0,26389.0,7184.0,98654.0,81998.0,23039.0,41920.0,376580,167826.0,0.0,0.0,0.0,1.0,1.0,55.34,2729.48,42.89,1575.0,2890.0,2890.0,30386.0,3620.0,2585.0,466.0,12.4167,0.0,0.0,7.0,4.0,6.0,0.0,0.03448,15.0,0.68816,0.0,1,0
1787.0,0.2501,0.0,0.0,0.0,3320.0,42916.0,42916.0,33000.0,40528.0,11602.0,57341.0,198200,169919.0,0.0,0.0,0.0,0.0,0.0,12.32,788.57,7.04,2369.0,4745.0,4745.0,30386.0,9642.0,4319.0,701.0,28.6667,0.0,0.0,3.0,5.0,4.0,0.0,0.15789,5.0,0.57179,0.0,1,0
1791.0,1.4749,0.0,0.0,0.0,125.0,3727.0,349.0,8027.0,6974.0,4868.0,4367.0,99100,312165.0,0.0,0.0,0.0,1.0,1.0,41.38,6024.24,60.64,624.0,913.0,760.0,30386.0,973.0,335.0,82.0,2.4167,0.0,0.0,9.0,0.0,7.0,0.0,0.0,10.0,0.86598,0.0,1,0
1864.0,0.2426,0.0,0.0,0.0,80.0,57113.0,19820.0,200132.0,125413.0,54026.0,39075.0,153605,283153.0,0.0,0.0,0.0,2.0,2.0,99.53,0.0,39.39,1897.0,6661.0,3589.0,30386.0,9794.0,4410.0,998.0,10.1667,0.0,0.0,6.0,10.0,6.0,0.0,0.0,17.0,0.47251,0.0,1,0
1725.0,0.3123,0.0,0.0,0.0,723.0,1071.0,723.0,991.0,1795.0,268.0,4574.0,67388,298645.0,0.0,0.0,0.0,0.0,0.0,27.0,2700.0,27.0,274.0,274.0,274.0,30386.0,1734.0,243.0,9.0,0.5833,0.0,0.0,3.0,0.0,2.0,0.0,0.75,2.0,0.94827,0.0,1,0
1773.0,0.4101,3.314,0.0,0.0,374.0,4137.0,4137.0,12189.0,16340.0,642.0,2113.0,29730,396428.0,0.0,0.0,0.0,0.0,0.0,62.3,788.61,5.36,3427.0,4410.0,4410.0,30.0,13079.0,3468.0,676.0,12.4167,0.0,0.0,6.0,4.0,8.0,0.0,0.09091,10.0,0.64706,0.0,1,0
1735.0,0.8794,0.0,0.0,0.0,2.0,2588.0,59.0,3221.0,3285.0,3028.0,4467.0,26757,183335.0,0.0,0.0,0.0,4.0,4.0,95.97,9125.33,94.0,365.0,548.0,548.0,30386.0,548.0,487.0,48.0,1.3333,0.0,0.0,8.0,0.0,10.0,0.0,0.0,10.0,0.67133,0.0,0,1
1761.0,0.3208,0.201,0.0,0.0,137.0,3102.0,1126.0,7175.0,6544.0,1180.0,4013.0,270543,242795.0,0.0,0.0,0.0,0.0,0.0,36.53,2426.67,36.53,1947.0,2798.0,2798.0,152.0,4015.0,304.0,384.0,0.25,0.0,0.0,7.0,5.0,2.0,0.0,0.2,6.0,0.77493,0.0,0,0
1891.0,0.668,0.0,0.0,0.0,496.0,59460.0,34223.0,95290.0,263507.0,7821.0,30610.0,297300,157883.0,0.0,0.0,0.0,0.0,0.0,12.73,300.0,5.7,1671.0,3711.0,3711.0,30386.0,3802.0,3437.0,989.0,1.3333,0.0,0.0,9.0,11.0,12.0,0.0,0.0,22.0,0.75779,0.0,1,0
1819.0,0.0751,0.77,0.0,0.0,3286.0,18088.0,6454.0,69817.0,52503.0,9308.0,60432.0,71352,143695.0,0.0,0.0,0.0,0.0,0.0,21.87,1795.48,15.48,2521.0,3680.0,3680.0,122.0,9064.0,6996.0,1243.0,1.5,0.0,0.0,7.0,12.0,4.0,0.0,0.1,8.0,0.90684,0.0,1,0
1880.0,0.245,0.0,0.0,0.0,991.0,15852.0,15852.0,189777.0,147804.0,79.0,952.0,99100,430089.0,0.0,0.0,0.0,0.0,0.0,0.76,11.68,0.06,1655.0,4106.0,4106.0,30386.0,5992.0,3680.0,1360.0,14.0833,0.0,0.0,3.0,10.0,8.0,0.0,0.0,19.0,0.96437,0.0,0,0
1750.0,0.1241,0.849,0.0,0.849,614.0,2517.0,1566.0,29078.0,13780.0,10747.0,5782.0,89190,419812.0,0.0,0.0,0.0,2.0,2.0,47.23,4356.16,43.82,2697.0,5688.0,4684.0,61.0,6023.0,4198.0,532.0,1.1667,0.0,0.0,14.0,4.0,6.0,0.0,0.18367,14.0,0.90176,0.0,0,0
1797.0,0.8406,0.0,0.0,0.0,724.0,12992.0,12992.0,3716.0,8837.0,653.0,7831.0,72343,188895.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,7.17,1697.0,1551.0,1551.0,1338.0,5688.0,821.0,502.0,17.0833,0.0,0.0,2.0,3.0,5.0,0.0,0.14286,7.0,0.97904,0.0,0,1
1863.0,0.2023,0.0,0.0,0.0,2677.0,17999.0,17999.0,67602.0,40680.0,19154.0,48324.0,89190,204817.0,0.0,0.0,0.0,0.0,0.0,44.03,2285.0,40.77,1795.0,4167.0,4167.0,30386.0,5992.0,2768.0,708.0,0.25,0.0,0.0,7.0,9.0,4.0,0.0,0.0,14.0,0.76378,0.0,0,0
1754.0,0.6101,0.0,0.0,0.0,401.0,70626.0,7608.0,64811.0,115718.0,19592.0,42620.0,89190,540095.0,0.0,0.0,0.0,2.0,2.0,50.75,1741.67,44.03,2071.0,1764.0,1764.0,30386.0,7787.0,1551.0,681.0,13.5833,0.0,0.0,15.0,3.0,6.0,0.0,0.13043,16.0,0.90911,0.0,1,1
1840.0,0.2351,0.451,0.0,0.0,385.0,18777.0,5474.0,25588.0,45191.0,10082.0,22973.0,247751,659251.0,0.0,0.0,0.0,0.0,0.0,47.26,6325.0,20.96,2788.0,8060.0,6874.0,365.0,8060.0,2312.0,1375.0,3.4167,0.0,0.0,8.0,13.0,2.0,0.0,0.05,10.0,0.9707,0.0,0,0
1682.0,1.5959,11.393,3.832,0.0,0.0,6937.0,6937.0,18553.0,18714.0,2712.0,4566.0,56487,116965.0,1.0,2.0,2.0,3.0,3.0,72.8,8882.14,14.12,1244.0,2859.0,2859.0,30.0,4684.0,2008.0,368.0,17.5,1.0,1.0,6.0,2.0,4.0,1.0,0.26316,5.0,0.42221,0.0,0,1
1651.0,0.3037,0.0,0.0,0.0,0.0,4683.0,28.0,1590.0,5207.0,1066.0,920.0,42613,168814.0,1.0,1.0,1.0,2.0,2.0,97.82,9781.82,67.25,259.0,943.0,365.0,30.0,3255.0,1034.0,17.0,6.75,1.0,0.0,7.0,0.0,4.0,1.0,0.54545,4.0,0.98915,0.0,0,1
1830.0,0.5701,0.0,0.0,0.0,0.0,20800.0,631.0,39630.0,23540.0,34461.0,4160.0,72343,139106.0,2.0,2.0,2.0,1.0,1.0,98.93,8180.0,100.21,3119.0,8152.0,8152.0,30386.0,9673.0,1125.0,1333.0,8.3333,0.0,0.0,4.0,12.0,2.0,0.0,0.0,5.0,0.77636,0.0,1,0
1822.0,0.6968,0.318,0.0,0.0,840.0,81747.0,19820.0,174331.0,201939.0,24742.0,37007.0,99100,791809.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,8.1,3387.0,6996.0,6509.0,213.0,7239.0,1369.0,2226.0,17.0833,0.0,0.0,8.0,18.0,1.0,0.0,0.0,10.0,0.37353,0.0,0,0
1791.0,0.6591,0.0,0.0,0.0,0.0,3964.0,3964.0,37977.0,20115.0,16419.0,5496.0,56487,171425.0,1.0,2.0,2.0,4.0,4.0,96.36,8882.0,67.35,2137.0,4958.0,4958.0,2190.0,4958.0,3437.0,562.0,3.4167,0.0,0.0,16.0,4.0,3.0,0.0,0.03226,23.0,0.13399,0.0,1,0
1769.0,0.4634,0.0,0.0,0.0,0.0,39459.0,921.0,24523.0,98765.0,14672.0,49849.0,99100,179867.0,1.0,1.0,1.0,5.0,6.0,85.49,9180.01,60.32,1719.0,3650.0,3650.0,1916.0,3741.0,2829.0,339.0,9.1667,0.0,0.0,18.0,3.0,8.0,0.0,0.05128,23.0,0.55551,0.0,0,0
1782.0,2.3942,0.207,0.0,0.0,382.0,24729.0,2716.0,23487.0,38305.0,16136.0,22696.0,247751,173425.0,0.0,0.0,0.0,0.0,1.0,68.46,1211.11,25.76,1762.0,4532.0,4532.0,548.0,4745.0,4258.0,753.0,1.0,0.0,0.0,8.0,8.0,3.0,0.0,0.07692,9.0,0.70215,0.0,0,0
1717.0,2.7963,5.001,0.0,0.0,0.0,4955.0,472.0,9117.0,17779.0,6398.0,2278.0,123875,135233.0,1.0,1.0,1.0,3.0,3.0,91.87,4379.04,30.12,441.0,852.0,852.0,30.0,4897.0,943.0,58.0,1.25,0.0,0.0,10.0,0.0,12.0,0.0,0.05556,13.0,0.75394,0.0,0,1
1730.0,0.3182,18.888,1.002,0.0,16.0,8660.0,2087.0,10783.0,13859.0,969.0,4460.0,72343,254118.0,0.0,0.0,0.0,1.0,1.0,31.55,9466.67,35.39,2038.0,6357.0,6357.0,30.0,6357.0,4563.0,670.0,0.6667,1.0,0.0,6.0,8.0,2.0,0.0,0.33333,3.0,0.63813,0.0,0,0
1759.0,0.1001,0.45,0.0,0.0,629.0,30004.0,629.0,51437.0,73114.0,6922.0,7818.0,123875,201738.0,0.0,0.0,0.0,0.0,0.0,84.13,6652.38,11.35,2342.0,3042.0,3042.0,91.0,7057.0,4654.0,462.0,17.5833,1.0,0.0,9.0,5.0,4.0,0.0,0.02632,11.0,0.54004,0.0,1,0
1902.0,0.2668,0.0,0.0,0.0,7138.0,38919.0,14865.0,175286.0,131067.0,13953.0,15461.0,148650,50321.0,0.0,0.0,0.0,0.0,0.0,24.47,1535.37,19.69,2541.0,7756.0,6692.0,30386.0,11041.0,3285.0,1838.0,19.0833,0.0,0.0,6.0,17.0,8.0,0.0,0.0,17.0,0.83271,0.0,1,0
1693.0,0.4066,17.541,0.243,0.0,0.0,61745.0,8.0,5384.0,64928.0,6308.0,5427.0,0,35017.0,3.0,5.0,5.0,5.0,5.0,101.77,10236.72,165.6,1242.0,3072.0,3072.0,30.0,4410.0,3924.0,245.0,3.6667,0.0,0.0,10.0,2.0,6.0,0.0,0.42857,8.0,0.90002,0.0,1,1
1844.0,0.0501,0.0,0.0,0.0,991.0,4955.0,4955.0,24032.0,18689.0,3708.0,13660.0,23784,351457.0,0.0,0.0,0.0,0.0,0.0,61.62,6161.67,15.94,1211.0,2677.0,2677.0,30386.0,2677.0,1643.0,398.0,5.8333,0.0,0.0,3.0,3.0,2.0,0.0,0.0,11.0,0.90594,0.0,1,0
1934.0,0.0491,0.0,0.0,0.0,1961.0,30245.0,30245.0,65479.0,67929.0,2934.0,82946.0,79280,564870.0,0.0,0.0,0.0,0.0,1.0,6.53,312.93,1.29,2999.0,8091.0,8091.0,30386.0,8425.0,456.0,1183.0,13.5833,0.0,0.0,6.0,10.0,4.0,0.0,0.0,11.0,0.49429,0.0,1,0
1903.0,0.0361,0.0,0.0,0.0,1015.0,42832.0,24775.0,123724.0,149370.0,13510.0,63992.0,346850,814035.0,0.0,0.0,0.0,0.0,0.0,27.88,1694.04,15.24,1738.0,4106.0,4106.0,30386.0,5931.0,3863.0,800.0,11.8333,0.0,0.0,6.0,6.0,4.0,0.0,0.0,14.0,0.79155,0.0,1,0
1792.0,0.1965,3.619,0.0,0.0,3072.0,58644.0,19820.0,66447.0,135617.0,14660.0,23784.0,198200,516331.0,0.0,0.0,0.0,0.0,2.0,62.95,0.0,31.93,1726.0,3346.0,3346.0,0.0,6722.0,4806.0,851.0,23.8333,0.0,0.0,7.0,11.0,7.0,0.0,0.04348,10.0,0.54975,0.0,1,0
1775.0,0.0,0.0,0.0,0.0,496.0,7351.0,1106.0,9018.0,8953.0,678.0,198.0,89190,267570.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,29.74,1590.0,1125.0,1125.0,730.0,6661.0,3437.0,366.0,1.75,0.0,0.0,2.0,5.0,2.0,0.0,0.1,4.0,0.98166,0.0,1,0
1740.0,0.5001,1.871,0.0,0.0,0.0,9121.0,545.0,17957.0,20016.0,15830.0,6443.0,1253615,168554.0,1.0,1.0,1.0,5.0,5.0,91.93,7500.0,85.16,1716.0,7908.0,2950.0,30.0,9946.0,2920.0,282.0,3.4167,0.0,0.0,12.0,2.0,7.0,0.0,0.08333,13.0,0.56186,0.0,1,1
1729.0,1.3101,4.027,0.84,0.0,686.0,9641.0,3667.0,13379.0,19886.0,359.0,1583.0,39640,266014.0,0.0,0.0,0.0,0.0,0.0,13.5,588.62,19.21,1709.0,1186.0,1186.0,30.0,9155.0,1612.0,281.0,3.25,1.0,1.0,5.0,1.0,6.0,1.0,0.07692,8.0,0.89511,0.0,1,0
1902.0,0.2114,0.0,0.0,0.0,3766.0,19344.0,18688.0,73547.0,99121.0,2618.0,46720.0,133785,520480.0,0.0,0.0,0.0,0.0,0.0,12.29,1546.15,5.71,2585.0,6235.0,6235.0,30386.0,8912.0,4745.0,680.0,10.25,0.0,0.0,9.0,7.0,6.0,0.0,0.0,17.0,0.64302,0.0,1,0
1729.0,1.2526,5.648,0.0,0.0,1541.0,11782.0,1541.0,5230.0,40746.0,3689.0,569.0,99100,84235.0,0.0,1.0,1.0,1.0,1.0,68.9,7157.69,71.58,213.0,274.0,213.0,30.0,4350.0,2768.0,7.0,11.8333,0.0,0.0,12.0,0.0,8.0,0.0,0.38462,8.0,0.3531,0.0,0,1
1730.0,3.9023,0.0,0.0,0.0,0.0,1866.0,474.0,9260.0,4510.0,8857.0,8477.0,89190,139756.0,1.0,1.0,1.0,5.0,5.0,99.18,9444.18,98.6,345.0,2403.0,791.0,517.0,2403.0,2342.0,68.0,1.0833,0.0,0.0,13.0,0.0,16.0,0.0,0.21053,14.0,0.77972,0.0,0,0
1816.0,1.9476,1.44,0.0,0.0,1570.0,17697.0,17697.0,79015.0,20492.0,1483.0,21058.0,123875,80271.0,0.0,0.0,0.0,0.0,1.0,5.85,100.0,4.4,2447.0,5262.0,5262.0,426.0,5262.0,3863.0,724.0,10.8333,0.0,0.0,4.0,8.0,1.0,0.0,0.11111,4.0,0.84608,0.0,0,0
1781.0,1.9044,0.0,0.0,0.0,90.0,4270.0,1039.0,15881.0,11455.0,12363.0,8005.0,72343,232885.0,0.0,0.0,0.0,4.0,4.0,72.62,4935.61,51.45,1466.0,1186.0,973.0,1278.0,6753.0,913.0,723.0,23.3333,0.0,0.0,10.0,6.0,9.0,0.0,0.21739,14.0,0.67319,0.0,0,1
1763.0,0.4464,0.0,0.0,0.0,76.0,3558.0,121.0,6640.0,5595.0,3958.0,2227.0,123875,407053.0,0.0,0.0,0.0,2.0,2.0,90.39,6558.26,66.02,961.0,2555.0,2555.0,1065.0,3346.0,243.0,158.0,19.1667,0.0,0.0,6.0,2.0,8.0,0.0,0.1,9.0,0.96658,0.0,0,0
1672.0,0.8197,22.566,1.173,6.589,27.0,5675.0,94.0,6514.0,6029.0,4376.0,2353.0,89190,335148.0,0.0,1.0,1.0,3.0,3.0,84.09,9879.2,114.67,791.0,3103.0,1947.0,30.0,3376.0,973.0,156.0,1.1667,1.0,3.0,14.0,0.0,10.0,0.0,0.3913,5.0,0.20417,0.0,1,0
1705.0,0.2474,0.0,0.0,0.0,0.0,2572.0,949.0,23674.0,5969.0,15423.0,5176.0,56487,278837.0,2.0,2.0,2.0,4.0,4.0,88.13,9097.87,80.55,1023.0,2707.0,2707.0,669.0,4076.0,4045.0,471.0,2.0833,0.0,0.0,8.0,6.0,5.0,0.0,0.0,12.0,0.93008,0.0,0,1
1792.0,0.0761,0.0,0.0,0.0,297.0,1139.0,1139.0,25814.0,1436.0,1240.0,0.0,29730,244764.0,0.0,0.0,0.0,0.0,0.0,52.13,0.0,39.41,2611.0,3954.0,3954.0,1308.0,5566.0,3680.0,601.0,4.75,0.0,0.0,1.0,5.0,1.0,0.0,0.11111,4.0,1.0,0.0,0,0
1738.0,1.6851,0.0,0.0,0.0,72.0,8823.0,2459.0,14999.0,20124.0,10712.0,14421.0,72343,273302.0,0.0,1.0,1.0,3.0,3.0,77.13,6126.0,71.12,920.0,2160.0,2160.0,1308.0,4106.0,1065.0,121.0,1.0,0.0,0.0,12.0,0.0,12.0,0.0,0.1875,13.0,0.75661,0.0,0,0
1767.0,2.2285,2.727,0.0,0.0,1943.0,7230.0,7230.0,26089.0,21195.0,11570.0,40434.0,89190,237670.0,0.0,0.0,0.0,0.0,0.0,37.78,1991.09,32.08,760.0,1490.0,1490.0,335.0,4563.0,183.0,300.0,4.25,0.0,0.0,5.0,3.0,14.0,0.0,0.30769,6.0,0.79984,0.0,0,0
1760.0,1.7151,0.0,0.0,0.0,74.0,9623.0,747.0,16451.0,19514.0,11088.0,12688.0,89190,167694.0,0.0,0.0,0.0,5.0,5.0,84.4,8931.82,82.27,1162.0,3224.0,3224.0,1764.0,5293.0,852.0,382.0,11.4167,0.0,0.0,12.0,3.0,10.0,0.0,0.17391,17.0,0.61604,0.0,0,0
1866.0,1.4888,0.0,0.0,0.0,27.0,29165.0,29165.0,107215.0,86354.0,9676.0,20963.0,107028,343877.0,0.0,0.0,0.0,1.0,1.0,19.49,893.46,13.84,3555.0,9338.0,9338.0,30386.0,11680.0,4015.0,2103.0,0.25,0.0,0.0,10.0,13.0,11.0,0.0,0.0,23.0,0.87558,0.0,1,0
1842.0,0.0,0.914,0.0,0.696,2973.0,14493.0,14493.0,120803.0,51547.0,2849.0,6375.0,84235,192367.0,0.0,0.0,0.0,0.0,0.0,16.43,1642.86,8.46,3023.0,3285.0,3285.0,487.0,11437.0,4228.0,1789.0,21.1667,1.0,0.0,6.0,15.0,1.0,0.0,0.02439,9.0,0.54047,0.0,1,0
1813.0,0.3661,0.212,0.0,0.0,297.0,67177.0,28026.0,177879.0,306706.0,52650.0,27640.0,495500,986011.0,0.0,0.0,0.0,0.0,0.0,55.69,0.0,45.91,2808.0,6327.0,6327.0,517.0,8425.0,2555.0,1477.0,0.1667,0.0,0.0,12.0,9.0,9.0,0.0,0.02632,24.0,0.45727,0.0,1,0
1875.0,0.4893,0.0,0.0,0.0,165.0,58554.0,13184.0,23090.0,104763.0,9697.0,49838.0,79280,346850.0,0.0,0.0,0.0,1.0,2.0,38.14,5790.0,33.49,2669.0,5323.0,4441.0,30386.0,5384.0,3924.0,351.0,13.0833,0.0,0.0,6.0,3.0,2.0,0.0,0.0,7.0,0.69335,0.0,1,0
1701.0,2.9849,17.85,0.0,0.0,0.0,585.0,0.0,609.0,585.0,411.0,424.0,59460,68379.0,1.0,1.0,1.0,1.0,1.0,103.75,10375.0,144.25,380.0,669.0,183.0,0.0,2525.0,1430.0,25.0,1.1667,1.0,0.0,14.0,0.0,12.0,1.0,0.35,13.0,0.41218,0.0,0,0
